property_type,stars,score,area,ghg_total,ghg_intensity,electricity,natural_gas,eui_site,eui_source,eui_site_wn,eui_source_wn
Office,4,63,68150,420.8,6.2,1163445.7,4503996.7,83.2,117.2,92,127
K-12 School,3,45,75104,471.9,6.3,921647.6,6175489.8,94.5,120.7,101.9,128.8
Multifamily Housing,3.5,73,74884,507.9,6.8,1602790.4,4852364.6,86.2,128,92.6,134.7
K-12 School,3,49,87736,543.7,6.2,1810909.3,4915950.1,76.7,116.6,81.2,121.4
K-12 School,3,44,87101,567.6,6.5,1867824,5197999.8,81.1,122.7,86.8,130
Multifamily Housing,1.5,38,224173,1384,7,1401175.4,21940190,118.1,136.4,132.4,151.5
Multifamily Housing,1,2,663464,7875.7,12.9,42877203.4,22289746.4,106.7,234.9,111.1,243
Multifamily Housing,1,12,331127,2501.9,8.4,12722641.7,9720149.5,75.7,154.5,80.4,163.7
Multifamily Housing,3.5,56,149900,927.2,6.2,3610404.8,6847050.5,69.8,115.4,72.9,118.7
Multifamily Housing,1,29,250817,2117.1,8.4,9484057,11992329.8,85.6,156.1,89,160.9
K-12 School,4,96,117000,375.6,3.2,1047104.9,3995489.7,43.1,60.9,43.1,60.9
Multifamily Housing,1,15,289267,2631.5,9.1,5323789.4,33899955.9,135.6,174.6,144.3,183.7
Multifamily Housing,4,99,101475,318.9,3.7,957396.9,3190747.3,48.2,70.1,51.5,73.6
K-12 School,3,49,59810,370.3,6.2,1153628.3,3581650.3,79.2,116.9,86.8,124.8
Multifamily Housing,4,100,127711,255.5,2,729777.6,2666554.9,26.6,37.9,28.1,39.5
Multifamily Housing,4,71,149524,797.2,5.3,2724724.3,7003065.6,65.1,100.2,68.1,103.4
K-12 School,3.5,52,95219,571,6,1933222.5,5070759.8,73.6,112.8,78.4,118.8
K-12 School,4,66,101364,515.5,5.1,1313378.2,5845590.2,70.6,96.8,76.2,103.4
Multifamily Housing,2,15,80000,727.9,9.1,2828786.9,5392688.9,102.8,169.8,106.2,172.1
Multifamily Housing,3,70,601577,2957.7,5.8,14639070.2,12670024.8,53.6,106.5,55.5,109.1
Office,3.5,51,75340,653.6,8.7,3122768.3,3129505.4,83,159.7,87,165.9
K-12 School,2,21,56330,485.2,8.6,2557332.6,1620079.8,74.2,157.3,80.1,163.6
Senior Living Community,1,6,153502,1504.4,11.7,3743228.2,17324460.2,164.4,223.8,170.1,229.4
Supermarket/Grocery Store,4,63,72651,1798.7,24.8,9307503.1,6516500.1,217.8,452.9,223.3,459.2
Multifamily Housing,4,64,245068,1876,8.5,7875594.9,12177871,91,158.1,94.9,164.1
Multifamily Housing,3.5,79,67988,375.3,5.5,760335,4831639.1,82.2,105.9,85.9,109.7
Office,3,47,51190,447.3,8.7,2232949.3,1860671.5,80,160.3,82,162.7
K-12 School,3,45,298689,2085.6,7,9330412,11850289.4,70.9,129.1,74.8,133.2
Multifamily Housing,3,50,65291,619.8,9.6,1375725.2,7626540,139.6,183.9,145.6,189.2
Multifamily Housing,4,100,91427,477.3,5.2,1930816.7,3312877.4,57.4,97.2,57.2,96.7
Multifamily Housing,3,69,69972,458,7.6,1229615.8,5009263,103.2,143.9,108.3,148.8
Multifamily Housing,3,47,82955,564,7.9,3297762.7,927811.8,58.9,142.3,62.5,151.9
Multifamily Housing,1,20,64409,490.4,8.4,1745156.1,4105128.7,100,157.2,104.7,162.2
Medical Office,2,19,73327,1049.9,14.3,3561794.3,9301542.2,175.4,269.2,177.1,271
K-12 School,3,50,51303,324.8,6.3,1892938.6,553250,47.7,114.6,49.8,119
Multifamily Housing,4,92,145000,571.7,4.8,2366931.7,3807691.1,51.5,88.5,53.9,91
Multifamily Housing,4,89,51330,309.7,6,750752.6,3624242.4,85.2,115.1,91.5,121.7
Multifamily Housing,1,1,532581,5005.6,11.7,14995319.4,50180103.1,151.9,220.6,157.1,225.8
Senior Living Community,3.5,59,60000,452.9,7.5,1726458.4,3454100,86.3,141,89.5,143.5
Multifamily Housing,4,86,252000,1328.9,5.3,3601772.1,14436948.5,71.6,100.2,75.4,103.6
Wholesale Club/Supercenter,3.5,51,116720,1413.2,12.1,7113289.6,5704614,109.8,222,114.5,227.7
Multifamily Housing,4,72,518308,2532.3,5.7,5314569.3,32060141.2,84.8,110.1,93.8,119.3
Hotel,2,29,100535,1242.9,12.4,7024762.7,2758919.2,97.3,224.5,100.8,228.2
Multifamily Housing,4,93,124125,504.7,5,2065205.1,3434329.6,54,92.2,55.4,93
Multifamily Housing,1,12,205118,1664.4,9.7,9819900,2481245.2,71.5,174.9,74.6,183.3
K-12 School,3.5,58,90164,517.4,5.7,2470035.5,2484290,54.9,105.6,57.8,108.6
K-12 School,4,77,102352,461.3,4.5,1299398.7,4866810,60.2,85.5,67.6,94.1
K-12 School,2,26,99100,769.7,7.8,2340985.4,7612059.7,100.4,146.8,106.7,153.4
Multifamily Housing,4,61,330270,1734.8,6,8309212.7,8246078.5,57.1,110.1,59.2,112.9
Office,4,86,81701,408.3,5,1516528.2,3231592.2,58.1,93.5,61,96.6
Office,4,86,162836,655,5.9,2994796.6,3532318.7,59.2,109.8,61,111.3
Multifamily Housing,4,85,88000,347.3,3.9,1247634.1,2873286.5,46.8,74,48.5,75.5
Office,2.5,31,411500,5547.1,13.5,23034484.3,36753220.5,145.3,250.5,150.4,255.1
Office,4,61,160475,1279.7,8,5484206,7978390.1,83.9,147.9,88.1,152.3
Multifamily Housing,3,68,205313,995.3,7.3,4755891.4,4764333.2,70.3,135.2,73,139.6
Multifamily Housing,3,63,211558,1316.8,7.1,3592211.4,14236800,96.2,134.9,100.2,139.2
K-12 School,4,66,117451,598.7,5.1,1273415.7,7529209.9,74.9,97.7,85.7,109.5
Multifamily Housing,1.5,31,84486,664.4,7.9,1102567.3,9269601.9,122.8,151.7,129.9,159
Multifamily Housing,1,24,98724,719.4,8.3,1935194.3,7858031.4,113.6,158.6,119.8,164.7
Multifamily Housing,2.5,54,169733,1070.5,6.3,3043091,11213051.1,84,119.6,88.2,122.8
Office,3,66,901459,8454,9.6,53915677,742265.5,62.2,172.6,64.7,179.7
K-12 School,2.5,40,104203,728.3,7,3407412.2,3699159.8,68.2,128.8,72,131.8
Multifamily Housing,4,66,117024,858.4,7.3,2939059.9,7525915.1,89.4,137.8,93.8,141.8
Multifamily Housing,1,19,263000,2029.1,7.7,4602603.9,24678586,111.3,147.5,117.9,153.7
Multifamily Housing,2.5,52,171630,989.4,5.8,1267015.5,14903983.4,94.2,111.9,100.5,118.5
Multifamily Housing,4,98,1193624,3968.5,4,17604258.4,22988700.2,40.9,73.9,42.8,76.7
Multifamily Housing,3.5,74,374357,1814.5,6.2,6208846.7,15918156.4,75.2,115.9,80.7,120
Multifamily Housing,4,84,555104,2489.1,5.2,8223309.4,22699758.9,65.1,98.7,67.9,101.3
Multifamily Housing,3,67,111592,479.5,4.3,823407.7,6608368.7,66.6,82.8,70.1,85.9
Multifamily Housing,4,96,56439,263.3,4.7,738271.6,2788137.3,62.5,88.5,67.2,93.5
Multifamily Housing,2.5,39,55828,473.3,8.5,1044969.3,5840400.1,123.3,162.3,127.8,167
Office,3,46,215871,2409,11.2,11778472.7,10745673.6,104.3,205,109.1,212.7
Multifamily Housing,4,100,216260,463.8,2.4,637501.7,6859630.9,38.6,46.2,40.5,48.3
Multifamily Housing,3.5,56,66000,400.3,6.1,1255582.2,3847199.8,77.3,114.5,80.7,117.9
Multifamily Housing,2,44,81140,585.4,7.2,1156330.2,7624260,108.2,138.6,115,145.6
Multifamily Housing,3.5,53,272937,1468,6.5,4204689.4,15283655.1,86.8,123.9,93.6,131.1
Multifamily Housing,4,91,3045000,13671.8,5,48105566.8,116051283.6,59.7,93.3,62.2,95.5
Office,2.5,32,161166,1997.3,12.4,7208201.6,16424105.7,146.6,232.2,155.1,241.4
Multifamily Housing,4,88,51840,230,4.4,589153.4,2598857.8,61.5,84.5,64.7,87.8
Multifamily Housing,4,86,204036,834,5.4,3836227.8,4430539.9,53.2,99.1,54.4,99.8
Office,3,62,477171,3539,7.4,13931403.9,24449224.5,83.1,137.9,87.7,142.9
K-12 School,2,22,60718,523.4,8.6,3348283.6,16540,55.4,154.7,57.8,161.4
Multifamily Housing,3.5,72,88384,433.9,4.9,1456941,3887719.2,60.5,92.3,62.9,94.9
Senior Living Community,1,15,76387,591.3,7.7,2366501.8,4179399.8,85.7,144.2,88.5,147.1
Multifamily Housing,3.5,55,198848,1401.2,7,6144818,8325357.5,72.8,130.5,73.8,131.5
Supermarket/Grocery Store,2.5,54,112099,2376,28.9,12359654.2,8415739.3,252.9,528.9,259,535.6
Multifamily Housing,4,92,63200,432.1,6.8,1077946.4,4967994.5,95.7,130.3,99.3,133.1
K-12 School,2,14,55250,510.4,9.2,1920764.5,3966449.8,106.6,172.7,113.5,180.1
Office,4,78,60000,451,7.5,2349816.1,1587407.6,65.6,137.4,68.2,140.2
Multifamily Housing,4,83,295234,1355.1,5.2,2858986.4,17111200.1,76.5,99.5,81.3,104.5
Multifamily Housing,4,99,83453,285,3.9,1239460.2,1723997.1,40.6,72.3,42.8,75.8
Office,4,100,50835,59.3,1.2,153886.4,664974.5,16.1,22.2,17.2,23.5
Multifamily Housing,4,92,149950,688.9,4.6,1506360.5,8543912.5,67,88,70.7,91.2
K-12 School,3.5,59,111599,593.3,5.3,1756730.2,6008909.9,69.6,100.6,76.7,108.1
Multifamily Housing,1.5,36,892791,5562.7,7.6,19380259,47784271.6,91.5,142.2,96.4,147.5
K-12 School,2,13,100830,1011.3,10,3493316.9,8775940.1,121.7,188.4,129.8,199.7
Multifamily Housing,2,43,255042,1812.4,7.1,8203926.5,10016858.9,71.4,131.3,73.6,133.3
Retail Store,4,62,345933,1929.2,10.8,11265400.7,3220100.2,81.1,195.5,83.2,197.6
K-12 School,4,87,106010,453.7,4.3,1716532.7,3497550.1,49.2,80,52.5,83.5
Multifamily Housing,4,97,72096,249.1,4.6,721102.4,2570745.4,60.9,87.2,64.6,90.7
K-12 School,3,50,69329,418.6,6,1006224.7,4925320.1,85.6,115.2,92.4,122.4
Multifamily Housing,3.5,53,196844,1049.7,6.1,3508451.4,9454675.3,75.6,115.2,79,119.1
Multifamily Housing,4,100,117600,260.4,2.4,1086114.3,1710851,25.4,43.9,25.4,43.9
K-12 School,3,50,52579,319.9,6.1,972075.3,3165680,78.7,115,83,119.5
Multifamily Housing,4,94,65211,310.6,4.8,900041.2,3202146,62.9,90.2,65.3,92.6
Multifamily Housing,4,94,220908,949.2,4.6,5640278,1297582.2,33.5,82.8,34,82.9
Multifamily Housing,1,11,156629,1268.8,9.3,4899860.8,9490192.2,105.1,172.9,108.4,175.7
K-12 School,4,71,218950,1193.2,5.4,3459233.4,12300148.4,72,103.2,83.1,116.1
Multifamily Housing,3,65,54634,263.6,4.8,365101.1,3889360.7,77.9,93.5,82.7,98
Multifamily Housing,4,89,52304,226.3,4.3,472272,2872799.7,64,83,66.9,86.1
Multifamily Housing,3,63,152367,861.8,6.4,4304398.4,3577643.2,58.6,117.6,60.6,121.1
Multifamily Housing,4,68,175440,1035.9,5.9,2641321.3,11742467.4,82,112.4,86,116.2
Multifamily Housing,2.5,60,50000,868.8,6.7,4367561.3,3522873.5,61.2,123.5,63.4,125.8
Multifamily Housing,4,67,211608,1443.8,6.8,6793967.6,7219756.7,66.2,125.7,68.7,128.3
Mixed Use Property,2,42,110497,1138.1,14,5483834.3,5314679.9,132.9,257.6,135,259.3
Multifamily Housing,3.5,71,78000,433.7,5.6,2356190.7,1242178.2,46.1,101.3,48.4,105.7
Residence Hall/Dormitory,4,65,73000,589.2,8.1,2438150.9,3929299.6,87.2,150,93.6,156.7
Multifamily Housing,4,97,199690,794.3,4,3791676.5,3813531.3,38.1,73.2,39.5,74.6
Office,4,73,1478801,10565.7,7.5,45840107.6,64228995.2,77.8,138.4,80.6,141.3
Multifamily Housing,2,46,30901,547.9,8.8,1578640.4,5676092.8,116.8,167.2,123.3,172.9
Multifamily Housing,4,98,134153,327.8,2.9,712974.9,4076913.3,42,55,44.2,56.5
Senior Care Community,1,16,97000,815.3,8.4,3148300.2,6098954.3,95.3,156.9,99.8,161.3
Multifamily Housing,4,61,65072,380.7,6.1,798906.2,4819532.4,90.5,117.6,96.7,122.4
Multifamily Housing,3.5,79,137739,750.3,5.4,1639906.2,9307461.5,79.5,104.3,84.1,108.3
Multifamily Housing,4,97,83620,328.4,3.9,1254582.1,2497386.5,44.9,73.4,46.4,75
Multifamily Housing,2.5,53,56894,281.2,4.9,308960,4386868.3,82.5,96.2,90.8,104.7
Multifamily Housing,4,99,228897,854.9,3.7,2398432.9,9048424.7,50,70.8,51.5,71.8
Multifamily Housing,3.5,80,98272,511.9,6.1,1335572.8,5712700.2,83.5,115.3,89.5,120.6
Multifamily Housing,3.5,55,448591,3179.6,7.1,13307967,20758914.4,75.9,131.7,79.3,136.3
Multifamily Housing,4,97,66000,270.2,4.1,1066352.4,1954017,45.8,76.3,47.3,78.3
Multifamily Housing,1,29,157000,1015.5,6.5,3997819.8,7371297.1,72.4,120.6,77.1,125.3
Office,3,47,111033,1264.4,11.4,7225141.7,2576000.1,88.3,206.6,89.1,207.4
Supermarket/Grocery Store,2,42,63284,1711.6,27,8578882.8,7016658.2,246.4,496,253.3,502.4
Multifamily Housing,1,23,64468,358.9,6.8,623287.1,4924899.8,105.7,131.8,112,138.3
Office,4,84,555948,2465.3,8,13470198.2,6834387.5,65.9,145.8,67.3,147.3
Office,4,88,155385,660.5,4.3,2951947,3761266.8,43.2,78.6,45.5,81
K-12 School,2.5,33,415577,3464.2,8.3,18855019.1,9819320.3,69,151.8,71.9,154.9
K-12 School,1,29,77012,629.7,10.9,3600921.1,1274425.5,84.4,197.7,87.2,200.6
Multifamily Housing,4,100,73000,230.5,3.2,1466675.5,29756.1,20.5,56.7,20.6,56.9
Supermarket/Grocery Store,4,71,80033,2092.4,26.1,10980155.7,7130183.1,226.3,477.7,231.7,486.4
Multifamily Housing,1,24,59310,486.2,8.2,1347415.9,5194450,110.3,155.6,116.3,161.3
Multifamily Housing,4,71,63000,367.7,5.8,651139.2,5009239.9,89.8,112.4,98.2,121.2
K-12 School,3,41,291204,2178.7,7.5,6752499.8,21177348.5,95.9,141.3,105.3,151.2
K-12 School,2.5,34,81610,574.8,7,1470849.2,6499270.1,97.7,134.1,104.4,141.2
Hotel,4,74,62845,494.6,7.9,2351130.7,2403500,75.7,144.9,77.9,147.2
Multifamily Housing,1.5,34,157000,1008.3,6.4,1822512.9,13628584.1,98.4,123.6,104.7,130.1
Office,3.5,60,347691,3328.2,9.6,19103214.7,6528273.8,73.7,173.6,76.6,176.5
Multifamily Housing,4,91,86544,374.6,4.3,875437.3,4480099.9,61.9,82.7,65,85.8
K-12 School,1,5,266404,3441.3,12.9,15546702.8,19107812.3,130.1,238.7,136.5,246
Multifamily Housing,2,49,437588,2650.7,7.5,9632110.1,21602540.1,87.8,139.6,92.1,144
Multifamily Housing,4,63,51008,324,6.4,1800775.2,809588.6,51.2,115.5,53.9,122.7
Multifamily Housing,4,94,267400,998.3,3.7,4323498.6,6092039.7,39,69.2,40.6,71.2
Multifamily Housing,3,62,58656,272.1,4.6,363169.8,4055573.1,75.3,89.9,80.2,94.6
Multifamily Housing,4,92,81561,454.1,5.6,780553,3100,70.9,100.6,75.4,106
K-12 School,4,64,139709,742.8,5.3,3012576.1,5132830.2,58.3,99,62.6,103.3
Multifamily Housing,3.5,59,67090,411.4,6.1,1222546.9,4153248,80.1,116,84.4,120.5
Supermarket/Grocery Store,3,70,77255,1689.9,21.9,8539260.2,6724400,197.6,400.9,207.7,409.7
Retail Store,3.5,54,167560,1724.4,10.3,7892266.7,9275053.5,102.5,190,106.1,193.3
K-12 School,3,48,185689,1318.4,7.1,5014830.8,10086710,81.3,132.7,88.9,140.6
Multifamily Housing,2,44,760200,5177.3,7.1,16305132.5,49562862,90.6,134.4,95.3,138.9
K-12 School,2,15,94614,822.6,8.7,3424799.6,5424319.5,93.5,161.6,102.2,173.6
Office,4,89,979270,10766.5,11,62423591.6,19280402.6,83.4,199.2,85.3,201.1
Multifamily Housing,4,98,142998,461,3.5,1789624.6,3420581.6,40.1,66.2,41.8,67.9
Multifamily Housing,3.5,76,131782,721,5.5,1926087.6,7913938.1,74.7,104,78.5,107.2
Multifamily Housing,2.5,55,706415,5134.9,7.8,18450372.6,42462563.6,92.7,146.5,96.7,150.7
K-12 School,4,61,113516,631.9,5.6,2969141.6,3172739.9,54.1,102.6,56.8,106.5
Multifamily Housing,4,80,133953,654.2,5.3,1711315.9,7288519.9,72.6,100.4,76.2,103.6
K-12 School,3,49,115306,701.7,6.1,1675490.7,8288440.4,86.4,116.2,93.4,124.1
Multifamily Housing,1,24,215384,1386,7.6,7389146.8,4383277.2,64.8,139.1,68.6,147.6
K-12 School,4,68,160945,905.5,5.6,3307975.7,7328770.2,66.1,105.4,70.2,109.7
Multifamily Housing,1,27,449500,3174.6,7.1,12448613.7,23191142.3,79.3,131.7,82.9,135.5
K-12 School,3,64,111030,652.6,5.9,3593269.6,1727787.9,47.9,107,50.1,110.4
K-12 School,4,65,99233,508.6,5.1,1163492,6156889.8,73.8,98,81.3,106.6
K-12 School,2,15,222600,2292.1,10.3,9624779.2,14872919.9,110.1,191.2,118.3,199.9
Multifamily Housing,1,29,234695,1649.1,7,4106226.1,18982129.1,98.4,133.9,104.3,140.2
Multifamily Housing,4,90,130200,561.9,4.3,1761489.4,5403018.4,55,81.5,57.1,83
Multifamily Housing,4,88,599388,2565.9,4.8,5293779,32753365.4,71.7,92.7,74.2,95.4
Multifamily Housing,4,97,178600,673.8,3.8,2742323.3,4628594,41.3,70.2,42.8,71.9
Multifamily Housing,3.5,56,636851,3969.8,6.5,21082061.9,12794223.9,55.5,118.7,55.6,118.9
Multifamily Housing,3.5,76,161000,851.5,5.3,4701613,2216570.4,43,96.2,44.2,99.2
Multifamily Housing,3,43,54738,501.2,9.2,2594614.4,1812223.8,80.5,167.5,82.9,174.2
Retail Store,4,81,422708,1137.8,8.2,6274466.5,2984399.9,66.6,148.8,68.2,150
Multifamily Housing,1.5,36,169898,1158.8,8.7,5397002.8,5959509,84.8,159.6,87.9,162.5
Multifamily Housing,2.5,54,95230,524.3,6.3,1429030.9,5671699.8,84.9,119,91,125.4
K-12 School,2.5,32,74135,542.5,7.3,1668934.4,5310290.1,94.1,138.2,100,144.4
Multifamily Housing,4,99,100448,333.7,3.3,1429501.7,2081446,35,61.6,36.1,62.6
Multifamily Housing,3,64,150000,876.7,5.8,5231892.6,1132630.3,42.4,105.6,44.1,109.8
Multifamily Housing,1,27,241717,1581.1,8.9,7623274.6,7367579.3,84,163,86.7,166.5
Multifamily Housing,4,70,52604,339.1,6.4,882951.6,3790204,88.8,122.7,94,128.1
Office,4,85,404342,2685,6.8,12427310,14035978.5,67.1,125.6,69.5,128.2
Multifamily Housing,3.5,79,1111604,5171.1,5.6,20499750.3,37121791.5,62.2,104.1,64.7,106.6
Multifamily Housing,3.5,80,97000,494.5,5.1,1156091.3,5913864.2,72.9,97.4,76.6,100.7
Multifamily Housing,4,91,870112,3417.1,4.4,7315846.5,42838567,64.2,83.8,67.8,86.8
Multifamily Housing,4,100,102874,368.9,4,1381211.7,2887430.2,46.8,75.7,48.2,77.1
K-12 School,3,49,73350,469.1,6.4,2522051.3,1420410,53.7,116.6,56.3,119.3
K-12 School,3.5,60,86910,469.2,5.4,952985.5,6033459.9,80.4,103.6,86,109.5
Hotel,2,28,410081,5834.6,14.2,31352291.5,17725000.1,119.7,259.5,121.4,261.2
Office,4,74,108520,817.4,7.8,3016999.1,6525019.8,90.9,145.7,100,155.3
Multifamily Housing,1,7,87388,879.4,10.1,4562824.7,3149687.1,88.3,184,91,188.7
Multifamily Housing,1.5,35,80000,573.9,7.2,546278.2,9200600.2,121.8,139.9,132.6,151.3
K-12 School,4,61,126540,787.1,6.2,3768802.9,3744509.9,59.4,114.5,61.9,117
Multifamily Housing,4,100,64000,157.4,2.9,629009,1115773.8,32.3,54.3,32,53.5
Multifamily Housing,4,93,103203,565.5,5.5,1336330.3,6720760.3,78.1,104.6,82.4,108.7
Office,4,80,703370,5115.9,7.3,32583928.1,575770,47.1,130.6,51,141.5
Multifamily Housing,1,18,96384,707.7,7.3,1740686.4,8208769.4,103.2,140,108.9,145.2
Worship Facility,1,14,64700,523,8.1,2980049.9,1090966.3,62.9,146.7,65.8,150.9
Senior Care Community,1,18,110000,1417.1,16.7,5505978.7,10500809.9,188.9,312.1,194.8,316
Multifamily Housing,2.5,58,106015,788.5,7.4,3931562.6,3293049.5,68.1,136.5,72.2,145.6
Office,4,74,68862,518,7.5,2525838.9,2331072.2,70.5,138.2,72,137.2
Office,3.5,77,540618,3177.5,6.1,13498103.8,20161411.6,65,113.8,68.2,117.2
Hotel,4,86,70265,509.4,7.2,2779828.3,1421780.6,59.8,132,61.1,133.4
Multifamily Housing,4,97,99693,612.6,6.1,1314879.1,7670068.4,90.1,117.7,95.3,122.4
Multifamily Housing,4,89,498972,2152.1,5.2,9964904.6,11236881.1,50.8,95.2,52.5,97
Multifamily Housing,4,89,76732,266.2,4.9,1052564.5,1918507.3,54.3,90.7,56,92.4
Mixed Use Property,4,95,1686996,4988.4,4.6,27260492.2,13816677.9,37.8,83.6,39.6,87.4
Multifamily Housing,3,45,434100,2378.1,7.4,9047089.1,18188518,84.3,137.6,88.3,141.8
K-12 School,3,45,150000,530.9,7.7,1889292.6,4443200,91.8,144.3,94.5,147.2
Multifamily Housing,3.5,78,166322,815.7,5.8,3021595.4,6479046.3,67.6,108.5,69.4,110.3
Multifamily Housing,3.5,76,186110,769.9,5.7,4072645,2529136.2,48.5,103.3,52.2,110.8
Multifamily Housing,4,86,78055,497.9,6.4,2555240,1866807,56.7,116.8,58.6,121.4
Multifamily Housing,2.5,40,290751,1453.1,7.4,3510313.6,17043798.6,104.8,141.3,110.2,147.3
Multifamily Housing,1,28,122400,1027.9,8.4,3081326,10297600.3,109.3,158.8,115,163.7
Multifamily Housing,4,65,150136,1039.3,6.9,3346772.8,9734000.1,87.1,130.5,90.9,134.2
Hotel,4,92,150000,1046.6,7,4538789.6,6367490,72.7,129.3,75.3,131.5
Multifamily Housing,3.5,74,218875,741.1,4.1,3107667,4821379.3,44.3,76.9,45.3,78.1
Office,2.5,40,64464,645.5,10,1927998.4,6487860.2,130.6,189.4,136.7,195.8
Supermarket/Grocery Store,2,48,67169,1688.3,25.1,8378363.9,7167984.8,231.5,461.3,235.1,464.4
Multifamily Housing,2.5,33,64787,529.8,10.5,2526271.1,2552380.1,100.6,193.2,106.3,206.7
Supermarket/Grocery Store,3,68,50111,1413.4,28.2,7047346.1,5903400.1,258.4,517.5,264,525
Hotel,4,66,135000,1177.8,8.7,6655461.4,2617800.2,68.7,158.4,72.9,169.2
Multifamily Housing,1,27,373801,2317.5,8.4,10299005.9,13369700.2,85.8,155.4,88.7,160.1
Multifamily Housing,4,82,91643,450.5,6.4,2141333.7,2190300.1,61.1,116.9,63.1,118.8
Multifamily Housing,3.5,53,101482,695.1,6.9,1768843.8,7889079.2,96.3,132,101.8,137.7
Multifamily Housing,4,66,355000,2094.8,6.4,7828605.5,16436725.2,74.7,120.5,77.7,124
Multifamily Housing,1,6,450036,3929.2,9.8,14912027,30158943.1,113,184,116.5,187.3
Multifamily Housing,4,97,51824,188.6,3.6,625146.7,1713754.3,45.1,68.5,48.4,70.9
Multifamily Housing,3.5,72,605856,3062.4,5.1,10703996.6,26204472.7,60.9,94.9,63.5,96.8
Office,1,26,65363,755.6,11.6,4451066.2,1146473,85.6,209.1,86.8,212.4
Office,3.5,53,2286697,24654.6,11.1,144238480.8,728377.1,83.1,198.2,82.7,197.8
Multifamily Housing,4,89,295000,1553.8,5.3,5153102.7,14111170.9,65.3,99.1,71.2,105.2
K-12 School,2,24,91300,712.9,7.8,1360633,9423710,118.1,150.1,127.5,159.9
Multifamily Housing,4,100,250863,769.3,4.4,2923442.7,5893036.3,50.1,81.7,52.2,84
Multifamily Housing,2.5,56,110000,586.4,5.3,1929400.7,5371315.4,66.4,100.4,70,104.2
Multifamily Housing,3,41,903456,5374.3,7.1,21242248.8,38766078.4,79.1,132.1,81.9,134.6
Hotel,2.5,36,72000,952,13.2,5221196,2581010,108.4,240.7,108.4,240.7
K-12 School,3,46,105274,683.5,6.5,3452530.5,2723320.1,58.7,119,63.7,126.9
Multifamily Housing,1,20,97200,889.7,9.2,3376572.4,6829799.5,105,171.1,112.7,176.7
K-12 School,2,26,73518,563,7.7,2689240.5,2698419.9,73.3,141,79.1,147
K-12 School,1,1,120706,1980.4,16.4,7693235.3,14679610.1,185.3,306.2,197.1,318.4
Multifamily Housing,4,92,108547,452.8,4.5,1888894,2975391.7,48.4,83.7,48.4,83.7
K-12 School,3.5,57,122945,692.8,5.6,1848985.3,7609830.2,76.9,107.1,84.9,115.4
Multifamily Housing,1.5,39,62593,388.4,6.6,914105.5,4626747.1,94.6,126.6,99.5,131.4
Multifamily Housing,4,97,75000,277.8,3.7,1425011.6,1042541.7,32.9,67.8,33.8,68.8
Multifamily Housing,3,65,249582,1335.9,5.8,4438616,12108955.2,72.1,109.5,75.9,113.4
Multifamily Housing,1,14,122496,736.7,10.1,3795324.3,2718315.2,89.7,185.6,91.6,191
K-12 School,3.5,60,100260,557.7,5.6,2128797.7,4244070,63.6,103.9,68.7,110.1
Supermarket/Grocery Store,3,64,61732,1521,24.6,7979409.5,5189302.1,213.3,450.2,219,455.3
Office,4,68,81179,604,7.4,2849207.7,2999413.5,72,137.1,74.6,139.8
Multifamily Housing,3.5,53,115000,770.4,6.7,1493123.7,10116780.3,101,128.7,106.6,133.9
Senior Living Community,4,72,85816,757.7,11.3,2756624.6,6165199.5,133.3,212.1,136.6,215.6
Office,3.5,58,92168,601.3,6.5,2309425.8,4535471.5,74.3,121.8,78.9,126.7
Office,4,89,120593,458.3,3.8,2226242.8,2087721.5,35.8,69.9,37.1,71.4
Multifamily Housing,3.5,79,862592,3779.5,5.2,20604686.1,10613619.9,42.6,93.9,44.9,98.8
Retail Store,2,27,87135,998.8,11.5,6394436.1,15903,73.6,205.7,73.6,205.7
Multifamily Housing,2,47,407616,2438.8,8.1,10062216.6,16348828,87.7,150.6,91.6,154.7
Multifamily Housing,4,71,142451,881.8,6.2,3532392.4,6222700.1,68.5,115.3,71.7,119.5
Multifamily Housing,4,83,162540,995.1,6.1,3094496.3,9642860.8,78.4,115.6,82.6,119.9
K-12 School,3.5,54,103015,674.6,6.5,2246583.8,6099279.9,81,123.2,86.5,129
K-12 School,4,95,105351,308.9,2.9,643717.8,3924517.7,43.4,56.2,48.1,61.7
Multifamily Housing,4,95,1072297,4698.5,4.4,12215662.1,52565698.8,60.4,83.4,63.9,85.8
Multifamily Housing,3.5,58,99680,767.8,7.7,2017167.6,8527768.2,105.8,146.5,110.6,151.6
Multifamily Housing,2,24,190893,1460.5,7.7,4807586.3,13370749.9,95.2,144.1,98.7,147.5
Multifamily Housing,2.5,38,81078,773.7,9.5,4301403.8,1927138.6,76.8,173.5,80,180.8
Multifamily Housing,1.5,37,568809,3362.1,7,19858290,4948705.9,51.6,126.4,52.9,129.4
Multifamily Housing,4,91,261656,933.3,4.5,3469147.4,7377966,52.2,84,53.9,85.5
Multifamily Housing,4,81,662237,2958.7,5.2,15336213.4,10641163.3,45.7,95.3,46.5,96.1
Multifamily Housing,2.5,32,156471,1784,11.4,4708938.9,19752087.9,156.3,216.8,164.4,224.3
K-12 School,1,8,156400,1654.1,10.6,8248185.1,6905719.6,96.9,194,99,194.8
Multifamily Housing,3.5,53,54501,285.9,5.7,682108,3378588.1,80.9,108.8,85,112.9
